type,neighborhood,address,price,geo,beds,baths,sqft,url,work_time,work_directions,work_lines,friend_time,friend_directions,friend_lines
Rental Unit,Lincoln Square,243 West 63rd Street #3E,"$2,250","40.77399826,-73.98770142",Studio,1 Bath,,https://streeteasy.com/building/243-west-63-street-new_york/3e,37.0,1: Walk southeast on West 63rd Street. 2: Turn left onto Amsterdam Avenue. 3: Turn right onto West 65th Street. 4: Turn left onto Broadway. 5: Enter the 66 St - Lincoln Center Station. 6: Take the 1 toward South Ferry. (13 stops) 7: Exit the Chambers St Station. 8: Walk southwest on West Broadway. 9: Turn left onto Murray Street. 10: Bear right onto Steve Flanders Square. 11: Your destination is on the left. ,1,48.0,1: Walk southeast on West 63rd Street. 2: Turn left onto Amsterdam Avenue. 3: Turn right onto West 65th Street. 4: Turn left onto Broadway. 5: Enter the 66 St - Lincoln Center Station. 6: Take the 1 toward South Ferry. (3 stops) 7: Exit the Times Sq - 42 St Station. 8: Walk southeast on West 41st Street. 9: Enter the Times Sq - 42 St Station. 10: Take the W toward Astoria - Ditmars Blvd. (11 stops) 11: Exit the Astoria - Ditmars Blvd Station. 12: Walk southeast on Ditmars Boulevard. 13: Turn left onto 35th Street. 14: Your destination is on the right. ,2
Rental Unit,Rego Park,61-55 Junction Boulevard #16J,"$2,395","40.73300171,-73.86299896",Studio,1 Bath,516.0,https://streeteasy.com/building/the-alexander-61_55-junction-boulevard-rego_park/16j?featured=1,64.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the R toward Bay Ridge - 95 St. (23 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,1,47.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the M toward Middle Village - Metropolitan Av. (8 stops) 8: Exit the Steinway St Station. 9: Take the Q101 toward STEINWAY 19 AV via STEINWAY ST. (8 stops) 10: Walk northwest on Ditmars Boulevard. 11: Turn right onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Manhattan Valley,908 Amsterdam Avenue #5C,"$2,350","40.79960938,-73.96672043",Studio,1 Bath,,https://streeteasy.com/building/908-amsterdam-avenue-new_york/5c?featured=1,41.0,1: Walk southwest on Amsterdam Avenue. 2: Turn right onto West 104th Street. 3: Enter the 103 St Station. 4: Take the 1 toward South Ferry. (18 stops) 5: Exit the Chambers St Station. 6: Walk southwest on West Broadway. 7: Turn left onto Murray Street. 8: Bear right onto Steve Flanders Square. 9: Your destination is on the left. ,1,52.0,1: Walk southwest on Amsterdam Avenue. 2: Turn right onto West 104th Street. 3: Enter the 103 St Station. 4: Take the 1 toward South Ferry. (8 stops) 5: Exit the Times Sq - 42 St Station. 6: Walk southeast on West 41st Street. 7: Enter the Times Sq - 42 St Station. 8: Take the N toward Astoria - Ditmars Blvd. (11 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
Co-op,Manhattan Valley,2790 Broadway #2D,"$2,249","40.80250168,-73.96730042",1 Bed,1 Bath,,https://streeteasy.com/building/2790-broadway-new_york/2d,41.0,1: Walk north on Broadway. 2: Enter the Cathedral Pkwy Station. 3: Take the 1 toward South Ferry. (19 stops) 4: Exit the Chambers St Station. 5: Walk southwest on West Broadway. 6: Turn left onto Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,52.0,1: Walk north on Broadway. 2: Enter the Cathedral Pkwy Station. 3: Take the 1 toward South Ferry. (9 stops) 4: Exit the Times Sq - 42 St Station. 5: Walk southeast on West 41st Street. 6: Enter the Times Sq - 42 St Station. 7: Take the N toward Astoria - Ditmars Blvd. (11 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Rental Unit,Washington Heights,79 Haven Avenue #15,"$2,300","40.84413006,-73.94233438",1 Bed,1 Bath,500.0,https://streeteasy.com/building/79-haven-avenue-new_york/15,47.0,1: Walk north on Haven Avenue. 2: Turn right onto West 171st Street. 3: Turn left onto Fort Washington Avenue. 4: Enter the 175 St Station. 5: Take the A toward Far Rockaway - Mott Av. (10 stops) 6: Exit the Chambers St Station. 7: Walk southeast on Murray Street. 8: Bear right onto Steve Flanders Square. 9: Your destination is on the left. ,1,71.0,1: Walk south on Haven Avenue. 2: Continue on West 168th Street. 3: Enter the 168 St Station. 4: Take the C toward Euclid Av. (14 stops) 5: Exit the 50 St Station. 6: Walk southeast on West 50th Street. 7: Turn right onto Broadway. 8: Turn left onto West 49th Street. 9: Enter the 49 St Station. 10: Take the W toward Astoria - Ditmars Blvd. (10 stops) 11: Exit the Astoria - Ditmars Blvd Station. 12: Walk southeast on Ditmars Boulevard. 13: Turn left onto 35th Street. 14: Your destination is on the right. ,2
Rental Unit,Rego Park,61-55 Junction Boulevard #16J,"$2,395","40.73300171,-73.86299896",Studio,1 Bath,516.0,https://streeteasy.com/building/the-alexander-61_55-junction-boulevard-rego_park/16j?infeed=1,64.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the R toward Bay Ridge - 95 St. (23 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,1,47.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the M toward Middle Village - Metropolitan Av. (8 stops) 8: Exit the Steinway St Station. 9: Take the Q101 toward STEINWAY 19 AV via STEINWAY ST. (8 stops) 10: Walk northwest on Ditmars Boulevard. 11: Turn right onto 35th Street. 12: Your destination is on the right. ,2
Condo,Fort Hamilton,131 95th Street #3E,"$2,300","40.61700058,-74.03780365",1 Bed,1 Bath,800.0,https://streeteasy.com/building/127-95-street-brooklyn/3e,54.0,1: Walk northeast on 95th Street. 2: Turn right onto Marine Avenue. 3: Turn left onto 96th Street. 4: Turn left onto 3rd Avenue. 5: Turn right onto 95th Street. 6: Enter the Bay Ridge - 95 St Station. 7: Take the R toward Forest Hills - 71 Av. (19 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,1,85.0,1: Walk northeast on 95th Street. 2: Turn right onto Marine Avenue. 3: Turn left onto 96th Street. 4: Turn left onto 3rd Avenue. 5: Turn right onto 95th Street. 6: Enter the Bay Ridge - 95 St Station. 7: Take the R toward Forest Hills - 71 Av. (12 stops) 8: Transfer to take the N toward Astoria - Ditmars Blvd. (15 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
Co-op,Yorkville,519 East 81st Street #A,"$1,995","40.77245168,-73.94827776",Studio,1 Bath,,https://streeteasy.com/building/519-east-81-street-new_york/a,43.0,1: Walk northwest on East 81st Street. 2: Turn right onto York Avenue. 3: Turn left onto East 86th Street. 4: Enter the 86 St Station. 5: Take the Q toward Coney Island - Stillwell Av. (6 stops) 6: Transfer to take the W toward Whitehall St. (4 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,2,52.0,1: Walk northwest on East 81st Street. 2: Turn right onto York Avenue. 3: Turn left onto East 86th Street. 4: Enter the 86 St Station. 5: Take the Q toward Coney Island - Stillwell Av. (3 stops) 6: Transfer at the 57 St - 7 Av Station. 7: Take the N toward Astoria - Ditmars Blvd. (9 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Rental Unit,Murray Hill (Queens),144-45 35th Avenue #5O,"$1,875","40.76645219,-73.82209298",1 Bed,1 Bath,850.0,https://streeteasy.com/building/144_45-35-avenue-flushing/5o,67.0,1: Walk west on 35th Avenue. 2: Turn left onto Parsons Boulevard. 3: Take the QM3 toward MIDTOWN 57 ST via 6 AV. (4 stops) 4: Walk southwest on 6th Avenue/Avenue of the Americas. 5: Enter the 34 St - Herald Sq Station. 6: Take the W toward Whitehall St. (7 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,2,65.0,1: Walk west on 35th Avenue. 2: Turn left onto Union Street. 3: Turn right onto Northern Boulevard/NY 25A. 4: Take the Q19 toward ASTORIA 2 ST via ASTORIA BL. (12 stops) 5: Transfer to take the Q69 toward LI CITY QUEENS PLZ via DITMARS BL via 21 ST. (12 stops) 6: Walk northeast on 35th Street. 7: Your destination is on the right. ,2
Rental Unit,Bay Ridge,321 76th Street #C13,"$1,325","40.63079999,-74.02727253",Studio,1 Bath,411.0,https://streeteasy.com/building/321-76-street-brooklyn/c13,48.0,1: Walk east on 76th Street. 2: Enter the 77 St Station. 3: Take the R toward Forest Hills - 71 Av. (17 stops) 4: Exit the City Hall Station. 5: Walk southeast on Steve Flanders Square. 6: Your destination is on the left. ,1,76.0,1: Walk east on 76th Street. 2: Enter the 77 St Station. 3: Take the R toward Forest Hills - 71 Av. (5 stops) 4: Transfer to take the N toward Astoria - Ditmars Blvd. (16 stops) 5: Exit the Astoria - Ditmars Blvd Station. 6: Walk southeast on Ditmars Boulevard. 7: Turn left onto 35th Street. 8: Your destination is on the right. ,2
Rental Unit,Flushing,41-10 Bowne Street #6Z,"$2,100","40.75933019,-73.82428864",1 Bed,1 Bath,900.0,https://streeteasy.com/building/41_10-bowne-street-flushing/6z,67.0,1: Walk north on the walkway. 2: Turn left onto 41st Avenue. 3: Turn right onto Union Street. 4: Turn left onto Roosevelt Avenue. 5: Enter the Flushing - Main St Station. 6: Take the 7X toward 34 St - 11 Av. (4 stops) 7: Transfer at the Queensboro Plaza Station. 8: Take the W toward Whitehall St. (13 stops) 9: Exit the City Hall Station. 10: Walk southeast on Steve Flanders Square. 11: Your destination is on the left. ,2,52.0,1: Walk north on the walkway. 2: Turn left onto 41st Avenue. 3: Turn right onto Union Street. 4: Turn left onto Roosevelt Avenue. 5: Enter the Flushing - Main St Station. 6: Take the 7X toward 34 St - 11 Av. (4 stops) 7: Transfer at the Queensboro Plaza Station. 8: Take the N toward Astoria - Ditmars Blvd. (6 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Flushing,41-12 Parsons Boulevard #300,"$1,625","40.7599958,-73.8216157",Studio,1 Bath,550.0,https://streeteasy.com/building/41_12-parsons-boulevard-flushing/300,67.0,1: Walk north on Parsons Boulevard. 2: Turn left onto Roosevelt Avenue. 3: Enter the Flushing - Main St Station. 4: Take the 7X toward 34 St - 11 Av. (4 stops) 5: Transfer at the Queensboro Plaza Station. 6: Take the W toward Whitehall St. (13 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,2,52.0,1: Walk north on Parsons Boulevard. 2: Turn left onto Roosevelt Avenue. 3: Enter the Flushing - Main St Station. 4: Take the 7X toward 34 St - 11 Av. (4 stops) 5: Transfer at the Queensboro Plaza Station. 6: Take the N toward Astoria - Ditmars Blvd. (6 stops) 7: Exit the Astoria - Ditmars Blvd Station. 8: Walk southeast on Ditmars Boulevard. 9: Turn left onto 35th Street. 10: Your destination is on the right. ,2
Rental Unit,Stuyvesant Heights,349 Chauncey Street #1,"$2,250","40.68166397,-73.92047074",1 Bed,1 Bath,,https://streeteasy.com/building/349-chauncey-street-brooklyn/1,39.0,1: Walk west on Chauncey Street. 2: Turn left onto Ralph Avenue. 3: Turn right onto MacDougal Street. 4: Enter the Ralph Av Station. 5: Take the C toward 168 St. (11 stops) 6: Exit the Chambers St Station. 7: Walk southeast on Murray Street. 8: Bear right onto Steve Flanders Square. 9: Your destination is on the left. ,1,79.0,1: Walk east on Chauncey Street. 2: Enter the Chauncey St Station. 3: Take the Z toward Broad St. (6 stops) 4: Exit the Canal St Station. 5: Walk northwest on Canal Street. 6: Enter the Canal St Station. 7: Take the N toward Astoria - Ditmars Blvd. (14 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Rental Unit,Forest Hills,111-32 76th Avenue #5F,"$2,150","40.71689472,-73.83629402",1 Bed,1 Bath,,https://streeteasy.com/building/111_32-76-avenue-forest_hills/5f,64.0,1: Walk northeast on 76th Avenue. 2: Turn left onto Queens Boulevard. 3: Enter the 75 Av Station. 4: Take the F toward Coney Island - Stillwell Av. (1 stop) 5: Transfer to take the R toward Bay Ridge - 95 St. (25 stops) 6: Exit the City Hall Station. 7: Walk southeast on Steve Flanders Square. 8: Your destination is on the left. ,1,48.0,1: Walk northeast on 76th Avenue. 2: Turn left onto Queens Boulevard. 3: Enter the 75 Av Station. 4: Take the F toward Coney Island - Stillwell Av. (2 stops) 5: Transfer to take the E toward World Trade Center. (1 stop) 6: Exit the Queens Plaza Station. 7: Walk west on Queens Plaza South. 8: Continue on Queens Plaza South. 9: Turn left onto the walkway. 10: Continue. 11: Turn right onto the walkway. 12: Enter the Queensboro Plaza Station. 13: Take the W toward Astoria - Ditmars Blvd. (6 stops) 14: Exit the Astoria - Ditmars Blvd Station. 15: Walk southeast on Ditmars Boulevard. 16: Turn left onto 35th Street. 17: Your destination is on the right. ,2
Rental Unit,Bath Beach,289 Bay 17th Street #A13,"$1,650","40.60200119,-74.0089035",1 Bed,1 Bath,738.0,https://streeteasy.com/building/289-bay-17-street-brooklyn/a13,54.0,1: Walk south on the walkway. 2: Turn right onto the walkway. 3: Turn right onto Bay 17th Street. 4: Take the B8 toward BROWNSVILLE ROCKAWAY AV. (4 stops) 5: Walk northeast on 18th Avenue. 6: Enter the 18 Av Station. 7: Take the D toward Bedford Park Blvd. (9 stops) 8: Transfer to take the R toward Forest Hills - 71 Av. (7 stops) 9: Exit the City Hall Station. 10: Walk southeast on Steve Flanders Square. 11: Your destination is on the left. ,3,85.0,1: Walk south on the walkway. 2: Turn right onto the walkway. 3: Turn right onto Bay 17th Street. 4: Take the B8 toward BROWNSVILLE ROCKAWAY AV. (4 stops) 5: Walk northeast on 18th Avenue. 6: Enter the 18 Av Station. 7: Take the D toward Bedford Park Blvd. (9 stops) 8: Transfer to take the N toward Astoria - Ditmars Blvd. (15 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,3
Rental Unit,Rego Park,61-55 Junction Boulevard #16J,"$2,395","40.73300171,-73.86299896",Studio,1 Bath,516.0,https://streeteasy.com/building/the-alexander-61_55-junction-boulevard-rego_park/16j?featured=1,64.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the R toward Bay Ridge - 95 St. (23 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,1,47.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the M toward Middle Village - Metropolitan Av. (8 stops) 8: Exit the Steinway St Station. 9: Take the Q101 toward STEINWAY 19 AV via STEINWAY ST. (8 stops) 10: Walk northwest on Ditmars Boulevard. 11: Turn right onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Manhattan Valley,908 Amsterdam Avenue #5C,"$2,350","40.79960938,-73.96672043",Studio,1 Bath,,https://streeteasy.com/building/908-amsterdam-avenue-new_york/5c?featured=1,41.0,1: Walk southwest on Amsterdam Avenue. 2: Turn right onto West 104th Street. 3: Enter the 103 St Station. 4: Take the 1 toward South Ferry. (18 stops) 5: Exit the Chambers St Station. 6: Walk southwest on West Broadway. 7: Turn left onto Murray Street. 8: Bear right onto Steve Flanders Square. 9: Your destination is on the left. ,1,52.0,1: Walk southwest on Amsterdam Avenue. 2: Turn right onto West 104th Street. 3: Enter the 103 St Station. 4: Take the 1 toward South Ferry. (8 stops) 5: Exit the Times Sq - 42 St Station. 6: Walk southeast on West 41st Street. 7: Enter the Times Sq - 42 St Station. 8: Take the N toward Astoria - Ditmars Blvd. (11 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Washington Heights,80 Haven Avenue #1Z,"$2,275","40.84418808,-73.94308972",1 Bed,1 Bath,,https://streeteasy.com/building/80-haven-avenue-new_york/1z,47.0,1: Walk north on Haven Avenue. 2: Turn right onto West 171st Street. 3: Turn left onto Fort Washington Avenue. 4: Enter the 175 St Station. 5: Take the A toward Far Rockaway - Mott Av. (10 stops) 6: Exit the Chambers St Station. 7: Walk southeast on Murray Street. 8: Bear right onto Steve Flanders Square. 9: Your destination is on the left. ,1,71.0,1: Walk south on Haven Avenue. 2: Continue on West 168th Street. 3: Enter the 168 St Station. 4: Take the C toward Euclid Av. (14 stops) 5: Exit the 50 St Station. 6: Walk southeast on West 50th Street. 7: Turn right onto Broadway. 8: Turn left onto West 49th Street. 9: Enter the 49 St Station. 10: Take the W toward Astoria - Ditmars Blvd. (10 stops) 11: Exit the Astoria - Ditmars Blvd Station. 12: Walk southeast on Ditmars Boulevard. 13: Turn left onto 35th Street. 14: Your destination is on the right. ,2
Rental Unit,Kew Gardens,83-46 118th Street #1E,"$1,700","40.70572686,-73.83479218",1 Bed,1 Bath,750.0,https://streeteasy.com/building/83_46-118-street-kew_gardens/1e,63.0,1: Walk south on 118th Street. 2: Turn left onto Babbage Street. 3: Bear right onto Lefferts Boulevard. 4: Turn left onto Jamaica Avenue. 5: Enter the 121 St Station. 6: Take the Z toward Broad St. (16 stops) 7: Exit the Chambers St Station. 8: Walk northwest on Chambers Street. 9: Turn left onto Centre Street. 10: Continue on Steve Flanders Square. 11: Your destination is on the right. ,1,62.0,1: Walk north on 118th Street. 2: Bear left onto Metropolitan Avenue. 3: Take the Q37 toward KEW GARDENS UNION TPK STA via 111 ST. (3 stops) 4: Walk northwest on the walkway. 5: Turn left onto Union Turnpike. 6: Make a left U-turn to stay on Union Turnpike. 7: Enter the Kew Gardens - Union Tpke Station. 8: Take the E toward World Trade Center. (3 stops) 9: Exit the Queens Plaza Station. 10: Walk west on Queens Plaza South. 11: Continue on Queens Plaza South. 12: Turn left onto the walkway. 13: Continue. 14: Turn right onto the walkway. 15: Enter the Queensboro Plaza Station. 16: Take the N toward Astoria - Ditmars Blvd. (6 stops) 17: Exit the Astoria - Ditmars Blvd Station. 18: Walk southeast on Ditmars Boulevard. 19: Turn left onto 35th Street. 20: Your destination is on the right. ,3
Rental Unit,Rego Park,61-55 Junction Boulevard #16J,"$2,395","40.73300171,-73.86299896",Studio,1 Bath,516.0,https://streeteasy.com/building/the-alexander-61_55-junction-boulevard-rego_park/16j?infeed=1,64.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the R toward Bay Ridge - 95 St. (23 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,1,47.0,1: Walk south on the walkway. 2: Turn left onto the walkway. 3: Turn right onto 97th Street. 4: Turn right onto 63rd Road. 5: Continue. 6: Enter the 63 Dr - Rego Park Station. 7: Take the M toward Middle Village - Metropolitan Av. (8 stops) 8: Exit the Steinway St Station. 9: Take the Q101 toward STEINWAY 19 AV via STEINWAY ST. (8 stops) 10: Walk northwest on Ditmars Boulevard. 11: Turn right onto 35th Street. 12: Your destination is on the right. ,2
Rental Unit,Flushing,143-45 Sanford Avenue #407,"$2,150","40.75891169,-73.82165831",1 Bed,1 Bath,,https://streeteasy.com/building/143_45-sanford-avenue-flushing/407,67.0,1: Walk west on Sanford Avenue. 2: Take the Q12 toward FLUSHING MAIN ST STA via NORTHERN. (2 stops) 3: Enter the Flushing - Main St Station. 4: Take the 7X toward 34 St - 11 Av. (4 stops) 5: Transfer at the Queensboro Plaza Station. 6: Take the W toward Whitehall St. (13 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,3,52.0,1: Walk west on Sanford Avenue. 2: Take the Q12 toward FLUSHING MAIN ST STA via NORTHERN. (2 stops) 3: Enter the Flushing - Main St Station. 4: Take the 7X toward 34 St - 11 Av. (4 stops) 5: Transfer at the Queensboro Plaza Station. 6: Take the N toward Astoria - Ditmars Blvd. (6 stops) 7: Exit the Astoria - Ditmars Blvd Station. 8: Walk southeast on Ditmars Boulevard. 9: Turn left onto 35th Street. 10: Your destination is on the right. ,3
Rental Unit,Flushing,132-70 Sanford Avenue #4G,"$2,100","40.75536826,-73.83078528",1 Bed,1 Bath,,https://streeteasy.com/building/132_70-sanford-avenue-flushing/4g,60.0,1: Walk northwest on Frame Place. 2: Turn right onto Sanford Avenue. 3: Turn left onto Main Street. 4: Enter the Flushing - Main St Station. 5: Take the 7X toward 34 St - 11 Av. (4 stops) 6: Transfer at the Queensboro Plaza Station. 7: Take the W toward Whitehall St. (13 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,2,44.0,1: Walk northwest on Frame Place. 2: Turn right onto Sanford Avenue. 3: Turn left onto Main Street. 4: Enter the Flushing - Main St Station. 5: Take the 7X toward 34 St - 11 Av. (4 stops) 6: Transfer at the Queensboro Plaza Station. 7: Take the N toward Astoria - Ditmars Blvd. (6 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Rental Unit,Flushing,132-70 Sanford Avenue #5D,"$2,150","40.75536826,-73.83078528",1 Bed,1 Bath,,https://streeteasy.com/building/132_70-sanford-avenue-flushing/5d,60.0,1: Walk northwest on Frame Place. 2: Turn right onto Sanford Avenue. 3: Turn left onto Main Street. 4: Enter the Flushing - Main St Station. 5: Take the 7X toward 34 St - 11 Av. (4 stops) 6: Transfer at the Queensboro Plaza Station. 7: Take the W toward Whitehall St. (13 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,2,44.0,1: Walk northwest on Frame Place. 2: Turn right onto Sanford Avenue. 3: Turn left onto Main Street. 4: Enter the Flushing - Main St Station. 5: Take the 7X toward 34 St - 11 Av. (4 stops) 6: Transfer at the Queensboro Plaza Station. 7: Take the N toward Astoria - Ditmars Blvd. (6 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Rental Unit,Park Slope,435 Seventh Avenue #1B,"$2,200","40.66330861,-73.98419801",Studio,1 Bath,,https://streeteasy.com/building/435-7-avenue-brooklyn/1b,35.0,1: Walk northwest on 15th Street. 2: Turn right onto 7th Avenue. 3: Enter the 7 Av Station. 4: Take the G toward Court Sq. (5 stops) 5: Transfer to take the A toward Dyckman St. (4 stops) 6: Exit the Chambers St Station. 7: Walk southeast on Murray Street. 8: Bear right onto Steve Flanders Square. 9: Your destination is on the left. ,2,76.0,1: Walk northwest on 15th Street. 2: Turn left onto 4th Avenue. 3: Enter the Prospect Av Station. 4: Take the R toward Forest Hills - 71 Av. (3 stops) 5: Transfer to take the N toward Astoria - Ditmars Blvd. (15 stops) 6: Exit the Astoria - Ditmars Blvd Station. 7: Walk southeast on Ditmars Boulevard. 8: Turn left onto 35th Street. 9: Your destination is on the right. ,2
Rental Unit,Murray Hill (Queens),151-10 35th Avenue #0FF,"$1,899","40.76593479,-73.81256389",1 Bed,1 Bath,,https://streeteasy.com/building/151_10-35-avenue-flushing/0ff,67.0,1: Walk west on the walkway. 2: Turn left onto the walkway. 3: Turn right. 4: Turn left. 5: Turn right onto Northern Boulevard/NY 25A. 6: Take the QM3 toward MIDTOWN 57 ST via 6 AV. (5 stops) 7: Walk southwest on 6th Avenue/Avenue of the Americas. 8: Enter the 34 St - Herald Sq Station. 9: Take the W toward Whitehall St. (7 stops) 10: Exit the City Hall Station. 11: Walk southeast on Steve Flanders Square. 12: Your destination is on the left. ,2,62.0,1: Walk west on the walkway. 2: Turn right onto the walkway. 3: Turn left onto 35th Avenue. 4: Take the Q15A toward FLUSHING MAIN ST STA via 10AV. (8 stops) 5: Enter the Flushing - Main St Station. 6: Take the 7X toward 34 St - 11 Av. (4 stops) 7: Transfer at the Queensboro Plaza Station. 8: Take the N toward Astoria - Ditmars Blvd. (6 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,3
Rental Unit,Flushing,143-45 Sanford Avenue #508,"$1,700","40.75891169,-73.82165831",Studio,1 Bath,,https://streeteasy.com/building/143_45-sanford-avenue-flushing/508,67.0,1: Walk west on Sanford Avenue. 2: Take the Q12 toward FLUSHING MAIN ST STA via NORTHERN. (2 stops) 3: Enter the Flushing - Main St Station. 4: Take the 7X toward 34 St - 11 Av. (4 stops) 5: Transfer at the Queensboro Plaza Station. 6: Take the W toward Whitehall St. (13 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,3,52.0,1: Walk west on Sanford Avenue. 2: Take the Q12 toward FLUSHING MAIN ST STA via NORTHERN. (2 stops) 3: Enter the Flushing - Main St Station. 4: Take the 7X toward 34 St - 11 Av. (4 stops) 5: Transfer at the Queensboro Plaza Station. 6: Take the N toward Astoria - Ditmars Blvd. (6 stops) 7: Exit the Astoria - Ditmars Blvd Station. 8: Walk southeast on Ditmars Boulevard. 9: Turn left onto 35th Street. 10: Your destination is on the right. ,3
Rental Unit,West Harlem,25 Saint Nicholas Terrace #47,"$2,250","40.81323445,-73.95189839",1 Bed,1 Bath,,https://streeteasy.com/building/25-st-nicholas-terrace-new_york/47,34.0,1: Walk southeast on West 128th Street. 2: Turn right onto Saint Nicholas Terrace. 3: Turn left onto West 127th Street. 4: Turn right onto Saint Nicholas Avenue. 5: Enter the 125 St Station. 6: Take the A toward Ozone Park - Lefferts Blvd. (7 stops) 7: Exit the Chambers St Station. 8: Walk southeast on Murray Street. 9: Bear right onto Steve Flanders Square. 10: Your destination is on the left. ,1,59.0,1: Walk southeast on West 128th Street. 2: Turn right onto Saint Nicholas Terrace. 3: Turn left onto West 127th Street. 4: Turn right onto Saint Nicholas Avenue. 5: Enter the 125 St Station. 6: Take the B toward Brighton Beach. (12 stops) 7: Exit the 34 St - Herald Sq Station. 8: Enter the 34 St - Herald Sq Station. 9: Take the W toward Astoria - Ditmars Blvd. (12 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
